id,title,url,is_paid,price,professor,description,num_subscribers
761578,Set goals to be more productive & achieve anything you want,/lifegoals/,True,$100,Christopher Greenwood,The best way to predict your future is to create it.  —Abraham Lincoln,3042
1104074,Adobe After Effects Kinetic Typography: Create Animated Text,/adobe-after-effects-kinetic-typography-create-animated-text/,True,$20,Maggie Osama,*** + Working files and Samples are AVAILABLE to DOWNLOAD  ***,1104
568624,The Complete Apple Watch How To Course,/applewatchcourse/,True,$20,Cory Kensinger,Learn How To Use an Apple Watch. From Basics of Operation to Customization and Communication.,4934
484070,7 Ways to Develop a Business on the Internet from Home,/7-ways-to-develop-a-business-on-the-internet-from-home/,True,$200,Amir Rimer,This is a course which includes baby step by baby step videos in which you will learn exactly how to  generate multiple streams of passive income.,8669
217010,Website Secrets: Get a Gorgeous Website on the Cheap,/how-to-get-an-excellent-website-at-a-lower-cost/,True,$50,Christos Pittis, GREAT ACHIEVEMENT!,12256
1062344,Forecasting / Time series Using XLMiner R and Tableau,/forecasting-time-series-using-xlminer-r-and-tableau/,True,$30,ExcelR Solutions,Forecasting  using XLminarTableauR  is designed to cover majority of the capabilities from Analytics & Data Science perspective which includes the following,930
24134,Training Your Dog 101,/clickertraining/,True,$20,Treatpouch,Learn the basics to become an excellent dog trainer.,13722
565120,MS Office 2013: 10-in-1 Courses To Maximize Productivity,/microsoft-office-2013-training-course-bundle/,True,$200,Simon Sez IT,Unlock the Power Of Microsoft Office and Watch Your Productivity Soar!,2139
365362,Law of Attraction: Law of Attraction and your Perfect Life,/law-of-attraction-nlp-attract-your-perfect-life/,True,$145,Matthew Barnett, ,3189
186792,Become an Arabic Calligraphy Artist from Scratch,/a-beginners-guide-to-arabic-calligraphy/,True,$200,Omar Uddin, **Updated: April 3 2017**,3577
21059,Mastering Android Programming,/mastering-android-programming/,True,$75,EDUmobile Academy,Our experienced team of developers and tutors have created and refined this course based on a proven system that works and is recognized in the industry.,16201
760056,"Blogspot is Awesome!"Make a Pro Blogspot Site in 45 Minutes,/blogspot-is-awesome-make-a-pro-blogspot-site-in-45-minutes/,True,$35,Seth A. Estrada,You need a website but you don't code so Wordpress is out of the question.,2937
724872,Marker Sketching: Master Design Sketching with Markers,/marker-sketching-learn-design-sketching-with-markers/,True,$90,Marouane Bembli,UPDATED Sept 9 2016 - Section 5: Texturing with markers - Wood,2920
854784,Subnetting Made Easy,/subnetting-made-easy/,True,$30,Tom Meservy,Are you looking for a course to teach you the fundamentals of subnetting? Have you tried to learn subnetting but just ended up confused?   Do you know how to subnet but find it painful to do? Are you preparing for the CCNA? If so this course is for you!,1428
449606,Microsoft Excel 2013 Basics: Excel 2013 Course for Beginners,/microsoft-excel-2013-beginner-training-fast-and-simple/,True,$95,Brian Jackson,Want to learn Excel but you're afraid you don't have the time?,4457
1146218,Ruby Fundamentals,/ruby-fundamentals/,True,$30,GreyCampus Inc.,This course would be useful for developers who are in their formative years of programming. Either students or people who are in their first year or two in a programming job will be able to take maximum benefit from the course.,1052
1146168,Java 8 :basics for beginners,/java-8-basics-for-beginners-c/,True,$40,Naveen Kumar A,This course is concentrated on learning java 8 basics. nowadays there is very huge demand for java 8 in java development field. this is a best course to learn basic things in java 8. learning new things in java is always a career added advantage to java developers and it also improves their opportunities if they update themselves. so i strongly recommend this course to them. soyou should know java basics before enrolling for this course. this course is not for experts in this field. at the end of this course i am sure you will be able to have a basic knowledge on java 8.please observe that it is a very basic level course in java 8 discussing it's new features. sodon't expect too much from this course.,783
478422,How to Use Social Bookmarking to Boost Rankings & Website Traffic,/social-bookmarking-to-boost-rankings-website-traffic/,True,$75,MindMekka ®,Welcome to the latest and most effective Social Bookmarking training course designed to take you by the hand and walk you through the process of getting the most out of Social Bookmarking on behalf of your business. I'm so excited to have you here and I know this will be very helpful for you.,6944
849536,Intro To Ruby Programming,/intro-to-ruby-programming/,True,$195,John Elder,Ruby on Rails is one of the most popular web frameworks in the world but you don't need to learn the "Ruby" programming language to use "Rails"...so most people don't! That's a shame because Ruby is one of the most fun and easy to use programming languages to learn.  In this course I'll teach you the Ruby programming language from the ground up.,1450
557194,the Lightroom CC + 6 Made Easy Taught by a Pro Photographer,/master-adobe-lightroom-6-in-1-day/,True,$100,Chris Parker,80+ Lightroom Made Easy Tutorials!  Whether you're using Lightroom CC or 6 you'll learn everything you need to know to master the software.  Guaranteed.,2102
62497,How to Draw Cute Cartoon Characters,/draw-cute-characters/,True,$55,Ben Colefax,LEARN THE SECRETS OF DRAWING CUTE CARTOONS!,3604
794306,Data Analytics: SQL for newbs beginners and marketers,/sql-for-marketers-data-analytics-data-science-big-data/,True,$60,Lazy Programmer Inc.,It is becoming ever more important that companies make data-driven decisions.,1079
725680,Practicing Inspirational Yoga Messages of Swami Rama,/inspirational-yoga-messages-from-swami-rama/,True,$55,Abhyasa Ashram,*******Over 3000  students are enrolled in this course*******,3434
856724,Rock That Speech Impress the Audience EVERY SINGLE TIME!,/rock-that-speech/,True,$120,Mannsi Agrawal,Learn all the basic tips and tricks to make great outstanding speeches every single time. You will be able to impress audiences earn respect among your colleagues and friends with the simple practical exercises in this course. Your level of confidence of stage will be absolutely phenomenal and speech writing will become much easier.,2418
756448,Work From Home: Sell Wholesale Products Using Amazon FBA,/work-from-home-sell-wholesale-products-using-amazon-fba/,True,$125,Larry Humphreys,Amazon and their Fulfillment by Amazon platform is simply the easiest and most effective way for you to sell physical products online.  Amazon delivers an audience of multi-millions of buyers just searching for something to buy and Amazon’s sellers are always searching for great products to sell to them.,1280
921802,Create a membership site in minutes - no hosting or coding,/create-a-membership-site-in-minutes/,True,$200,Kenz A.Soliman,If creating a membership sites is one of your goals but you think it takes a long time to create and need to have a hosting account and go through tech issue to get it done then this course is going to make your life 10 times easier!,1440
543344,MS Excel - JumpStart to Analyst,/ms-excel-jumpstart-to-analyst/,True,$20,Jason Zhang,If you want a career change to more analytical role if you want to be an analyst this course is the fastest way for you to learn Excel.,5015
541594,How I Make A Living Without A Job (Not Even Part Time),/how-i-make-a-living-without-a-job/,True,$195,Kraig Mathias, JOIN 8400+ STUDENTS LEARNING HOW TO MAKE A LIVING WITHOUT A JOB (NOT EVEN PART TIME).,8868
966774,Professional Retouching - Learn the essentials of Photoshop,/editing-portrait-social-media-marketing-banners-in-photoshop/,True,$35,TOOTI Art,Between Facebook Twitter LinkedIn and Google+ almost three billion people are active socialmedia users. So how can you leverage them to your business? The answer is simple – by creatinginteresting and engaging social media graphics. Well-designed graphics are essential for socialmedia success.,2443
416442,YOUTUBE Challenge - Secrets And Keys To A Successful Channel,/youtube-tips/,True,$200,Amir Rimer, Course fully updated for June 2015.,11668
1124546,Python Basics Training Course,/python-training-course/,True,$30,GreyCampus Inc.,GreyCampus is a leading provider of online self-learning courses for working professionals. This course is on Python which is one of the easiest most effective and most widely-used programming languages of today.,1356
957136,The Ultimate Guide to RHCSA Certification Exam,/the-ultimate-guide-to-rhcsa-certification-exam/,True,$30,Eduonix Learning Solutions,The ultimate guide to the RedHat certification system administrator exam is here. If you want to have the RHCSA certificate under your belt and this course is a perfect resource for you. The course does not assume advance linux knowledge and is great for people who are appearing for the exam in the coming months. The course is completely practical in nature and ensure concepts are clear for writing the exam.,2477
375288,Boxing kickboxing & self defense: learn fighting,/learn-to-fight-get-fit-boxing-kickboxing-self-defense/,True,$100,Alex Genadinik,  	      Did you always want to be a good fighter but were too shy to join fighting gyms and didn't pick fights in school? Well now you can unshroud the mystery behind street fighting and make yourself a better fighter learn self defense and be able to stand up for yourself!,5230
720144,Basic HTML CSS and Web Design,/basic-html-css-web-design/,True,$30,Great IT Courses,Learn how to develop modern websites using HTML and CSS in one single project from scratch in 8 hours in video format.,4028
30704,Storytelling for Business,/storytelling-for-business/,True,$95,Kevin Allison,You already know that a well-told story makes the best impression. But how can you master telling compelling stories?,4593
648548,Productivity Systems For Social Media Managers,/productivity-hacks-social-media/,True,$95,Ali Mirza, ,3182
878522,Mastering 3D Animation in Unity,/mastering-3d-animation-in-unity/,True,$50,Dr Penny de Byl,Mastering 3D Animation in Unity is for seasoned animators and Unity practitioners who want to bring their characters to life in a game environment and want to learn the ins and outs of the mecanim system.  All aspects of animation in Unity is covered from physics key framing curves forward and inverse kinematics animation state machines and working with third party assets.  Students will be introduced to elementary code in C# that is essential for making dynamic animations and triggers to control character behaviour at run time. The course begins with the very basics of the Unity interface and progresses to an in-depth examination of all the mecanim components including the Animation Animator DopeSheet and Curve windows. The majority of lectures are follow-along hands-on workshops in which the student will explore a variety of animation techniques from creating a simple bouncing ball through to a complex animation for a wall climbing character. Animated models and starter projects are included for students who are not confident in creating their own.  By the end of this course the student will have thoroughly explored the functionality of the mecanim system under the instruction of an internationally recognised university professor and be well on their way to developing snippets of code to control all aspects of 3d game animation.,819
633796,How to Draw and Color Backgrounds,/how-to-draw-and-color-backgrounds/,True,$90,Neil Fontaine,Welcome to How to Draw and Paint Backgrounds. I'm excited you're taking this course because you're a creative artist that wants awesome looking backgrounds. You're the reason I created this course and because many of my students requested it.,1642
513786,Learn VirtualBox: Step by Step (Install 5 Operating Systems),/learn-oracle-vm-virtualbox-step-by-step-install-5-operating-systems/,True,$95,Cody Ray Miller,Oracle VM VirtualBox is a program for Windows Mac OS X Linux and Solaris which enables you to install alternative operating systems within your current (host) operating system.,3500
1099716,Selenium Webdriver in C#.Net,/selenium-webdriver-in-cnet/,True,$20,Mr Sagar S,Selenium is top class open source web automation testing tool. There are plenty of Job opportunities for Selenium engineers all around the world. So if you want to make a career in automation testing you must go ahead and take this course. Additionally many people find the browser automation really interesting.,1087
1052166,Getting Started with Ruby Programming for Web Development,/ruby-for-beginners/,True,$20,Scott Taylor,Learn Object Oriented Ruby on Rails Programming and Jump Right into Web Development and Build Web Applications,1093
1115064,XML DTD - Crash Course for Beginners,/xml-dtd-crash-course-for-beginners/,True,$45,Toshendra Sharma,This course is for anyone who is interested in quickly learn the XML Document Structuring through DTD (Document Type Declaration) & it's power to utilize it in Web Development. Here I will teach you how to define structuring/design/schema of the XML documents using DTD (aka Document Type Declaration).,937
1122444,Amazon Kindle Marketing A-Z: Kindle ePublishing Pro,/amazon-kindle-marketing-a-z/,True,$25,Barry North, ,2262
306458,Design Software Training Bundle,/the-it-survival-guide/,True,$20,Ishay Frenkel,  	    This is the ultimate software survival course. This includes an introduction to video editing java programming Photo Editing as well as an idea of hobby electronics. The course is your comprehensive guide to learning about these different trades in the IT and software industry as well as learning skills that you can use to start a development company start a startup or even become a learning student depending on your level of knowledge. Get this course today and take one introductory step towards your future.,13979
58838,Adobe Premiere Pro CC Tutorial - MasterClass Training,/adobe-premiere-pro-cc/,True,$50,Infinite Skills,This Adobe Premiere Pro CC training course teaches you how to import video edit it add effects and transitions and then export your video projects. You will learn the tools and techniques that Premiere Pro has to offer you and how to apply them to everyday editing scenarios. Designed for the absolute beginner no previous editing experience is required in order for you to get the most out of this Premier Pro CC tutorial.You will start with the basics in Premier CC. Step by step the course introduces you to the different tools you will use in your video editing and how to apply them. Extensive working files are included with this video tutorial allowing you to follow along with each lesson using the same files the author does. Some of the topics you will learn about are; importing and managing assets adding and arranging clips trimming adding transitions working with video effects the use of layering animating clips using the titler audio edits and effects and of course how to export your finished project.By the time you have completed this Adobe Premiere Pro CC video tutorial with over 18 hours of lessons you will have a comprehensive understanding of the tools and techniques available to you in this video editing software. You will be able to apply what you have learned to your own projects and create outstanding movies for professional or personal use!,4180
224498,Sounds True Presents: Qi Gong for Health and Healing,/qi-gong-for-health-and-healing/,True,$160,Lee Holden,  	 This course is an in-depth study into the practices of qi gong and Taoist meditation. Included are instructions for self-healing stress reduction energy enhancement emotional balance and spiritual insight. I’ve designed this program to give you lots of tools in your toolbox tools that can take you from where you are to where you want to be—energetically physically emotionally and spiritually.,3020
981082,Skillshare Success # 3:  Win Bonuses & Gift Cards  Easily,/skillshare-success-4-win-bonuses-rewards-today/,True,$25,Rose Suen,Imagine with the price that you pay for this course you will get 10X more by winning  bonuses that Skillshare offers.  Get Skillshare $$$ Bonuses & Gift Cards even  before you create your first class.,1607
507726,Typography: Learn the Basics to Build a Solid Foundation,/typography-elements-course-a-beginner-guidelines-class/,True,$35,Mahogany Beckford,**UPDATED AUGUST 2015** Called "Amazing overview of typography - very engaging!",5771
515188,HTML Learning the Basics Intro to HTML website coding,/html-learning-the-basics-intro-to-html-website-coding/,True,$20,Laurence Svekis,Every Website on the Internet is coded is in  a language called HTML code.  HTML is the skeleton that web pages are built upon.  In this course we will teach you the basics of HTML and how to begin to use it to create web content.  Learn the basic concepts that will help you build web content.,7153
920296,C# Programming Crash Course,/c-programming-crash-course/,True,$150,Stone River eLearning,Knowing the suite of C languages developed my Microsoft is a guaranteed career booster. They’re powerful in-demand and can create almost any kind of application or software under the sun. However they’re not exactly the most beginner friendly languages in the world. While they all have the same roots they have distinct differences too.  Thankfully C# is generally considered to be the least confusing of the family and a level up from Java as far as skill is concerned.  This crash course will teach you everything you need to know and make you a C# aficionado in a matter of hours.,772
585502,5 strategies to sell with video via YouTube marketing,/how-to-sell-with-video/,True,$110,Alex Genadinik,In this course you will learn to increase sales and sales conversion rates with video. The course goes over 5 different video formats and explains when to use each of them when each is most effective and the pros and cons of each video format.,2926
1137442,CCNA Bootcamp From beginner to Advance step by step,/ccna-bootcamp-from-beginner-to-advance/,True,$20,Mr. Joydip Ghosh,Are you interested in CCNA certification? If yes then this is the perfect course for you. Here you get all the basic to advance concepts of Networking. And at the end of the course you get enough confidence to clear CCNA 200-125 Exam. Here we clear all the topics step by step. If you do not have any previous knowledge in networking that's completely OK.,1666
778338,The Complete Confidence & Self-Esteem Master Class Course,/confidence-course/,True,$195,Joe Parys,Welcome To The Complete Confidence & Self-Esteem Master Class Course!,3061
895266,The Complete Beginners Guide To Building An Email List,/the-complete-beginners-guide-to-building-an-email-list/,True,$75,IMSource Academy,ATTENTION wannabe "internet marketers",3708
659926,Learn How to Speak a Foreign Language in 6 Months,/learn-how-to-speak-a-foreign-language-in-6-months/,True,$70,Mustafa Erdogan, ,2616
844864,Become an Instagram Ninja: 3 Productivity Courses in 1,/become-an-instagram-productivity-pro/,True,$100,Adam Reed,We have all faced the struggle of finding an amazing photograph online and thinking "Wow! This would look great on my Instagram!". In our efforts to get this perfect photo on to our Instagram we've E-Mailed iMessaged Dropboxed it to ourselves. It all seems so complicated and time-consuming! All for one photo!,3006
59408,Massive Tutorial: Master "Massive" in One Week,/massive-tutorial-master-massive-in-one-week/,True,$20,Dylan Bowes,  	Here's what some students are saying about this course:,4388
970880,Blues Guitar Lessons for Beginners: Chords Rhythm and Lead,/blues-guitar-lessons-for-beginners-chords-rhythm-and-lead/,True,$195,Brian Jackson,Have you ever wanted to take private lessons from the world's greatest professional guitarist?,2554
895424,Improve Your Game Design With Better Gameplay,/gamedesign/,True,$35,James Doyle,In this course we will take a simple 2D action platformer and you will learn a variety of techniques such as how to add screenshake how to make damage seem persistant the importance of player action feedback and much more all to improve how your game feels to players and learn practical example of how to implement them in your games.,777
1076920,Stock Market investment: Practical Accounting,/stock-market-investment-practical-accounting/,True,$125,Knowledge Pursue,Be honest to yourself. How many of you are investing in the stock market without knowing anything about accounting? You just use technical charts and indicators like moving average cross cover or fibonacci retracements. Is that really enough? The truth is it is not! You need to know exactly what you are investing into. And to do that you need to know accounting!,1112
991306,Learn more on Fibonacci Sequence,/fibonacci-sequence/,True,$35,Mr. Mekhdi El Mussauy,Thecourse will address the Fibonacci Sequence.,1350
366026,Dowsing Course No 3: Introduction to Transcendental Dowsing,/advanced-dowsing/,True,$120,Cha~zay Sandhriel Ph.D.,"Strongly recommend this course to anyone who is interested in self healing or self development. This course is exceptional - I wish to mark 6 stars if possible." Y.J. Chen,1779
1126016,Portrait Typography in Photoshop - Anyone can do Typography,/portrait-typography-in-photoshop-anyone-can-do-typography/,True,$30,Krish Raghav,Learn all the 3 Types of typography in just less than 3 hours.,905
578192,Online Sourcing Made Easy,/online-sourcing-made-easy/,True,$55,Chris Wilkey,Online Sourcing Made Easy is a course that is designed to train the student to continually find items online to purchase for resell. Chris Wilkey is a master in the art of finding items to sell of Amazon and he wants to share his knowledge with you through this course.,2589
1022108,Tax Accounting: Difficult Topic Made Easy to Understand,/taxaccounting/,True,$200,Professor Stefan Ignatovski,~~~Over 2200 students enrolled in my courses.~~~ (Updated as of February 2017),999
425522,Learn VHDL and FPGA Development,/vhdl-and-fpga-development-for-beginners-and-intermediates/,True,$100,Jordan Christman,This course supports both the Xilinx and Altera FPGA development boards.,2784
660534,Creative Thinking: For Profit And For A Changing World,/creative-thinking/,True,$195,Nikhil Parekh, ,4217
531290,Essential JavaScript jQuery and AngularJS Training,/essential-javascript-jquery-angularjs-training/,True,$30,Simon Sez IT,The Essential JavaScript JQuery and AngularJS Training Bundle consists of 3 essential training courses to teach you the essentials for each topic.,2908
326562,Camtasia Mastery 8 - Creating Killer Videos w/ Camtasia 8,/camtasia-mastery/,True,$195,Ron Hogue,  	  Last update: October 2016. Camtasia Mastery is for everyone who uses Camtasia Studio to make videos.  From beginners learning what the program is about to experienced users who want to learn how to take animations and hosting to the next level this course has loads of information for learners of all experience levels.,2374
382204,Learn How To Successfully Trade Stocks: In 5 Simple Steps,/learn-how-to-successfully-trade-stocks-in-5-simple-steps/,True,$50,Vincent Merven,---------------------------------------------------------------------------------------------------------------------,2053
109622,Finance - Ratios Analysis & Interpretations,/financial-ratios/,True,$30,Finance is Easy !,  	This course covers the Financial ratio analysis and interpretation of those ratios with a practical case study. This 1 hr 30 mins course covers,10335
1117836,NoSQL Databases For Beginners,/nosql-databases-for-beginners/,True,$165,Bluelime Learning Solutions,NoSQL (Non-SQL or Not-only-SQL) databases are increasing in popularity due to the growth of data as they can store non-relational data on a super large scale and can solve problems regular databases can't handle. They are widely used in Big data operations. Their main advantage is the ability to handle large data sets  effectively  as well as scalability and flexibility issues for modern applications. There are different categories of NoSQL  databases and they are used in social media such as with Facebook  and search like Google and in other types of sectors like Health AviationEducation  and other areas.,646
693120,Paul and His Letter to the Romans: Part One (Romans 1-5),/paul-and-his-letter-to-the-romans-part-one/,True,$100,N.T. Wright,Few writings in the history of the world have had the impact that Paul's Epistle to the Romans has had in the past centuries. Prof. N.T. Wright renowned biblical scholar and historian will walk you through Paul's Letter to the Romans. The course shines a bright spotlight on one of the most wonderful and challenging books in the New Testament. The powerful realities Paul expresses in his Epistle to the Romans have challenged men and women for nearly 2000 years. People like St. Augustine Martin Luther John Calvin and John Wesley were profoundly changed by embracing the essential elements found in this magnificent letter. Dig deep into the New Testament through studying this amazing and pivotal work from the pen of the Apostle Paul through detailed explanation with Prof. N.T. Wright.,1263
1103718,Naked Put Options Trade Covered Call & Poor Man Covered Call,/naked-put-options-trade-covered-call-poor-man-covered-call/,True,$200,Winston Wee,This will be the only course that teach you,920
1083962,SEO 2017: How to drive 10X more FREE traffic + WordPress,/seo-2017-how-to-drive-10x-more-free-traffic-wordpress/,True,$155,Ali Abbas,This course SEO 2017: How to Drive 10X more FREE traffic to WordPress is about: Out ranking your COMPETITION getting more free TRAFFIC and driving SALES! By learning a step by step FORMULA used by Search Engine Optimization professionals!,705
721550,Podcast Passion Masterclass,/learn-to-podcast-with-passion/,True,$95,Scott Paton,In this course we will cover some of the nuances that make your podcasts stronger and more engaging. Connecting to your passion and expressing it are crucial to growing your Podcasts.  The elements of this Podcasting course are specific and dive deeper into the actual delivery of the podcast and how to connect that material to the audience.,4679
939744,Beginner’s Yoga Workout System For Inflexible People,/guyoga-beginners-yoga-for-men/,True,$25,Body By Yoga,Introducing a yoga workout system for the rest of us with modifications for the inflexible. No painful postures. No hymns chants or gongs.,618
343878,C Programming DIY : Do it yourself,/learn-c-through-programming/,True,$50,Gayatri TR,This is a course that respects the smartness in you. If you don't like the course there is always the 30-day money-back guarantee.,5528
981600,HTML and CSS BootCamp for Beginners,/html-and-css-bootcamp-for-beginners/,True,$30,Nauman Sajid,Start your journey in Web Development and Design the right way! This course will allow you to embark upon your journey of programming in a stress-free fun and enjoyable way.,1774
752000,Photoshop-Learn Abstract Concept Art Photo Manipulation,/learn-abstract-concept-art-photo-manipulation-in-photoshop/,True,$195,Harsh Vardhan Art, ,3266
462620,Become QlikView Designer from Scratch,/become-qlikview-designer-from-scratch/,True,$150,Shilpan Patel,Hi there! You may be a business analyst and asked to design your first QlikView application. Or you may have already enrolled in my QlikView developer course and wondering how to create an application using the same data model that we built together in the developer course.,2174
113972,Arabic Language for beginner ! Short n sweet introduction,/arabic-a11/,True,$20,Mr. Fadi G. Char,  	        Introduction to Arabic Basics A1.1:,9991
88080,Mastering Adobe Lightroom 5 - A Definitive Tutorial,/adobe-lightroom-5-tutorial/,True,$50,Infinite Skills,  	This Adobe Photoshop Lightroom 5 training course from Infinite Skills guides you through the features of this comprehensive photography software designed for amateur and professional photographers alike. This training course is intended for beginners meaning no prior knowledge or experience with Adobe Lightroom is required to take advantage of this tutorial.,3727
977280,How to create Digital Painting Effect in Adobe Photoshop,/how-to-create-digital-painting-effect-in-adobe-photoshop/,True,$195,Harsh Vardhan Art, ,4984
1161408,Crush the Poker Learning Curve,/crush-the-poker-learning-curve/,True,$20,Chuck Clayton,In Texas No-Limit Hold’em poker there are said to be four types of players the fish the donkey the beginning thinker and the shark.,307
305538,Create a Udemy Course and Make It a Best-Seller - Unofficial,/unofficial-create-a-udemy-course-and-make-it-a-best-seller/,True,$200,Matt Bernstein,This course is not sponsored by or affiliated with Udemy Inc.,4838
628006,Twitter marketing automation to get more followers,/how-to-get-many-new-twitter-followers/,True,$100,Alex Genadinik,In this course you will learn an advanced Twitter marketing strategy that helps you get many new Twitter followers every day who are very interested in the kind of business you have.,3526
408556,The Art of Communications - Become A Master Communicator,/the-art-of-communications/,True,$95,Dr. Roy Naraine,This course will allow you to massively improve your communication skills. You will learn how to interact with people in the world of business and ultimately achieve success. You will be able to draw and keep people's attention both verbally and non-verbally. Your body will become a powerful weapon enabling you to captivate and enthrall the audience and your interlocutors.,3106
47666,Entrepreneurship Systems Automation and Delegation,/systemize-automate-delegate/,True,$200,Tom Corson-Knowles, Are you achieving the consistent and steady growth you want in your business?,13029
519778,Boost your Thinking Productivity by 500%!,/boost-your-thinking-productivity/,True,$20,Dr Bianca Power,COURSE FULLY UPDATED MARCH 2016,4502
640600,Gradle Foundations: A Crash Course to Gradle,/learn-gradle/,True,$20,Keith Johnson,This course teaches students the core concepts of the Gradle build system which is used to compile test and deploy Java and/or Groovy projects. Gradle supports many languages and tools and is tightly integrated with Android Studio.,1771
359100,CCNA 2016 - CCNA 200-125 exam - a complete guide - Cisco,/ccna-cisco-200-125-exam-complete-guide/,True,$35,Marious Kuriata,  	                                                                                            Did you know that CCNA is one of the most important exams in the IT World today? Interested in unique training? Keep reading!,2632
830794,Meditation Initiation: An Hour That Will Change Your Life,/eliminate-stress-with-mindfulness/,True,$20,William Plante,This course is for people who feel stressed really often. Are you experiencing that constant tension in your body reflecting all your worries? Maybe you just want to live a more happy and relaxed life. This course is for you.,2955
677250,Youtube SEO : Learn How I Rank My YouTube Videos on 1st Page,/rank-youtube-videos/,True,$100,David Gabriele,Watch the promo video to see the proof that my videos are on the first page on YouTube with top searched keywords.,2702
1079736,The Oracle Card Academy - Intermediate - Reading for Others,/the-oracle-card-academy-intermediate-reading-for-others/,True,$50,Ros Place,The Oracle Card Academy - Intermediate - Reading for Others has been created to help you to take the first steps into reading for others. This course offers you the very real opportunity to help people through your love of Oracle Cards.,234
1015982,Career Boost: The Simple Guide To Nailing Your Job Interview,/career-boost-the-simple-guide-to-nailing-your-job-interview/,True,$30,Fred Williams,"The course is presented in great way everything is almost perfect. Using some real cases in explaining some point is really good. The information which are presented are well organized so it is easy to remember.",1319
1185204,Cyber Security Course to learn techniques of Ethical Hacking,/the-complete-cyber-security-course-anonymous-browsing-s/,True,$20,Prof. Sunil K. Gupta,Brand New and Comprehensive Course to Learn Ethical Hacking and Penetration Testing Techniques and Concepts.,1628
595430,Virtual Machine full localhost LAMP stack setup in minutes,/virtual-machine-full-localhost-lamp-stack-setup-tutorial/,True,$150,Laurence Svekis,Creating a virtual machine is easy and once you setup your first virtual machine you may never go back to solutions such as XAMPP and WAMP....,4939
636468,SAP ERP Roadmap: Business Capabilities and User Guide,/sap-enterprise-resource-planning/,True,$120,Sapbrief & Company,SAP is a multinational software corporation that makes enterprise software to manage business operations. More than 80% of fortune 500 companies have successfully implemented SAP products. SAP was named the most valuable brand in Europe with a value of over 33 billion euros in 2015.,3353
917538,How to Build a Pokemon Go Guide App + Install Ads (Admob),/how-to-build-a-pokemon-go-guide-app-install-ads-admob/,True,$95,Josh Newton,Learn Mobile App Development in Minutes!,1879
955194,Coding Made Easy: A Beginners Guide To JavaScript,/coding-made-easy-a-beginners-guide-to-javascript/,True,$40,Fred Williams,Welcome to the simplest introductory guide to learning JavaScript!,1950
1178896,c++ Programming for beginners  - From Zero to Hero in c++,/c-programming-for-begineers-from-zero-to-hero-in-c/,True,$200,Prof. Sunil K. Gupta, ,548
1162818,Meditation for Peace of Mind Happiness and Focus,/meditationforyou/,True,$200,Tibbe de Raat,Meditation is not this vague practice only done by indian holy men or Japanese Zen monks  it is a very practical and down to earth way to gain control over your mind again. In this course we will address the different aspects of sitting meditation a specific kind of meditation where you simply observe your thoughts and emotions in order to obtain inner stillness.,1006
585496,Ultimate AngularJS: Build a Real-World App from Scratch,/ultimate-angularjs-course/,True,$100,Ryan Chenkie,This course will show you--from start to finish--how to build a real-life application with AngularJS. Angular is awesome but it can be tricky to learn especially if you are newer to web development. This is especially true if you're trying to figure out how to build an actual working application in it. It can seem like a daunting task--especially since many tutorials out there don't show how to do it from scratch.,1599
320358,Node Program: From 0 to Hero with Nodejs and MongoDB,/nodeprogram/,True,$50,Azat Mardan,  	                                                                     Interested in Node.js but don't know where to start and how to find time to learn it properly? Would you prefer to learn in a way that is more interesting than reading books or watching boring screencast videos? Confused about how the MEAN stack pieces of MongoDB Expressjs Angularjs and Nodejs fit together? How it's even possible to run JavaScript outside of the browser?,7607
941752,Storytelling to Influence,/storytellingtoinfluence/,True,$60,Jeff Tan,Storytelling to influence is a hot topic today!  Sadly though how to tell stories to influence is one of those “easier said than done” things in life isn’t it?  I certainly felt that way years back when I started on my own path at becoming better at storytelling to influence especially in my professional life where data and rational thought were the only influence tools used.,1040
413709,Airbnb Secrets: Save up to 25% on Your Airbnb Stays,/airbnb-travel-cheaper-and-smarter/,True,$20,Jasper Ribbers,Airbnb Secrets: Improve your Airbnb experiences and save money on your Airbnb stays.,4655
836600,Comprehensive Essential Japanese for Beginners,/comprehensive-essential-japanese-1/,True,$145,Richard Heiney,This course is about polite beginner level Japanese with distinct emphasis on correct and natural sounding speech.,2597
282918,Healthy Slim Fasting Diet System,/slim-healthy-fasting-diet/,True,$35,Patryk Wezowski & Kasia Wezowski,  	      Yes it's possible! And just in 4 days!,9244
582720,Conversational French Made Easy,/conversational-french-made-easy/,True,$145,Esteban Perez Rodriguez,Do you wish learning French was an easy thing to do? Do you wish you were be able to communicate easily with French speakers when traveling around the world or in your own country?,2352
836926,The Holy Grail of Auto Trading Forex Futures Stocks Revealed,/the-holy-grail-of-auto-trading-revealed/,True,$50,HedgeFund System Development Cj Wallace,About the courseThis course walks you through a brand new approach to trading and autotrading that 99% of all traders have never seen.,3874
38008,Wedding Videography: Complete Guide to Wedding Videography,/weddings/,True,$50,Phil Ebiner,You're here because you want to become a wedding videographer right?,9383
899920,Arabic language : How to Read and Write - easy way !,/arabic-language-how-to-read-and-write-arabic-alphabet/,True,$20,Adam Muhammad,If you are a complete beginner and want to be able to read and write Arabic language - This course if for you!,3230
